,Distrito/R.A.,Município,Freguesia,Inscritos,PS,PPD/PSD.CDS-PP.PPM,CH,IL,B.E.,PCP-PEV,L,PAN,ADN,PPD/PSD.CDS-PP,R.I.R.,JPP,PCTP/MRPP,ND,VP,E,MPT.A,PTP,NC,PPM,Brancos,Nulos,Votos,VP%,L%
2247,Viana do Castelo,Caminha,Vila Praia de Âncora,4903,799,834,576,105,106,81,79,78,25,,11,,,11,7,6,4,,,,47,37,2806,0.2494654312188168,2.8153955808980755
2248,Viana do Castelo,Caminha,Vilar de Mouros,733,181,125,83,19,23,33,7,8,7,,3,,,2,0,0,0,,,,8,2,501,0.0,1.3972055888223553
2249,Viana do Castelo,Caminha,Vile,266,60,67,34,6,2,3,2,1,5,,0,,,1,0,0,1,,,,7,4,193,0.0,1.0362694300518134
2250,Viana do Castelo,Melgaço,Alvaredo,519,107,57,42,8,11,2,4,0,5,,1,,,3,0,0,0,,,,8,2,250,0.0,1.6
2251,Viana do Castelo,Melgaço,Castro Laboreiro e Lamas de Mouro,828,109,76,14,0,6,4,7,2,8,,1,,,3,0,0,0,,,,8,3,241,0.0,2.904564315352697
2252,Viana do Castelo,Melgaço,Chaviães e Paços,770,112,77,48,2,7,0,5,3,8,,0,,,1,1,0,0,,,,4,2,270,0.37037037037037035,1.8518518518518519
2253,Viana do Castelo,Melgaço,Cousso,393,41,50,9,0,3,0,0,1,3,,0,,,1,1,0,0,,,,2,1,112,0.8928571428571429,0.0
2254,Viana do Castelo,Melgaço,Cristoval,527,112,72,28,6,0,2,3,1,6,,1,,,4,0,0,2,,,,7,6,250,0.0,1.2
2255,Viana do Castelo,Melgaço,Fiães,222,45,19,3,0,1,2,2,1,2,,0,,,0,0,0,0,,,,0,1,76,0.0,2.6315789473684212
2256,Viana do Castelo,Melgaço,Gave,271,35,46,16,3,1,1,1,2,4,,0,,,1,0,1,0,,,,0,0,111,0.0,0.9009009009009009
2257,Viana do Castelo,Melgaço,Paderne,1166,180,135,100,14,13,7,5,8,7,,2,,,1,0,1,3,,,,18,4,498,0.0,1.0040160642570282
2258,Viana do Castelo,Melgaço,Parada do Monte e Cubalhão,856,56,141,23,4,3,2,4,2,12,,4,,,3,1,2,1,,,,1,1,260,0.38461538461538464,1.5384615384615385
2259,Viana do Castelo,Melgaço,Penso,512,91,64,59,7,11,1,2,3,7,,0,,,0,0,0,1,,,,3,4,253,0.0,0.7905138339920948
2260,Viana do Castelo,Melgaço,Prado e Remoães,481,107,74,38,5,1,2,3,2,2,,2,,,1,0,0,0,,,,4,0,241,0.0,1.2448132780082988
2261,Viana do Castelo,Melgaço,São Paio,654,93,85,52,8,6,4,2,3,5,,1,,,3,0,0,1,,,,6,4,273,0.0,0.7326007326007326
2262,Viana do Castelo,Melgaço,Vila e Roussas,2444,401,351,162,32,27,7,12,11,17,,2,,,3,1,2,1,,,,43,7,1079,0.09267840593141798,1.1121408711770158
2263,Viana do Castelo,Monção,Abedim,208,24,44,25,1,2,1,0,1,3,,0,,,5,1,0,1,,,,4,0,112,0.8928571428571429,0.0
2264,Viana do Castelo,Monção,Anhões e Luzio,249,29,67,26,1,1,3,0,0,5,,1,,,1,1,0,0,,,,1,3,139,0.7194244604316546,0.0
2265,Viana do Castelo,Monção,Barbeita,980,150,160,98,21,16,4,6,7,9,,3,,,2,0,1,0,,,,13,6,496,0.0,1.2096774193548387
2266,Viana do Castelo,Monção,Barroças e Taias,337,40,70,49,6,3,0,2,1,8,,2,,,4,1,0,0,,,,4,1,191,0.5235602094240838,1.0471204188481675
2267,Viana do Castelo,Monção,Bela,679,97,153,86,8,5,1,7,7,5,,0,,,1,0,0,1,,,,7,3,381,0.0,1.837270341207349
2268,Viana do Castelo,Monção,Cambeses,461,96,88,55,8,8,4,1,5,4,,0,,,0,1,0,0,,,,5,3,278,0.3597122302158273,0.3597122302158273
2269,Viana do Castelo,Monção,Ceivães e Badim,643,127,103,54,9,5,4,5,1,6,,2,,,0,0,0,0,,,,7,2,325,0.0,1.5384615384615385
2270,Viana do Castelo,Monção,Lara,277,38,73,39,1,1,0,3,1,3,,0,,,2,1,0,0,,,,1,1,164,0.6097560975609756,1.829268292682927
2271,Viana do Castelo,Monção,Longos Vales,1000,159,203,110,7,4,3,5,0,12,,1,,,8,1,0,0,,,,10,2,525,0.19047619047619047,0.9523809523809523
2272,Viana do Castelo,Monção,Mazedo e Cortes,3383,474,679,446,103,61,22,43,40,24,,2,,,8,4,1,5,,,,48,17,1977,0.20232675771370764,2.175012645422357
2273,Viana do Castelo,Monção,Merufe,1017,71,245,75,11,8,4,8,3,20,,4,,,4,3,1,1,,,,4,7,469,0.6396588486140725,1.7057569296375266
2274,Viana do Castelo,Monção,"Messegães, Valadares e Sá",656,125,120,57,4,7,4,3,4,10,,1,,,4,0,1,2,,,,7,3,352,0.0,0.8522727272727273
2275,Viana do Castelo,Monção,Monção e Troviscoso,3279,531,572,289,52,55,27,31,15,9,,6,,,7,0,0,1,,,,39,11,1645,0.0,1.884498480243161
2276,Viana do Castelo,Monção,Moreira,643,48,172,89,25,14,1,2,6,4,,3,,,1,1,0,0,,,,8,6,380,0.2631578947368421,0.5263157894736842
2277,Viana do Castelo,Monção,Pias,807,91,204,104,18,12,4,4,6,16,,1,,,4,1,0,2,,,,23,1,491,0.20366598778004075,0.814663951120163
2278,Viana do Castelo,Monção,Pinheiros,310,28,96,60,7,1,3,2,4,1,,1,,,1,0,0,1,,,,3,1,209,0.0,0.9569377990430622
2279,Viana do Castelo,Monção,Podame,258,54,38,22,3,5,5,1,0,4,,0,,,0,0,0,1,,,,1,4,138,0.0,0.7246376811594203
2280,Viana do Castelo,Monção,Portela,211,34,38,17,9,3,0,1,1,4,,1,,,0,0,0,0,,,,1,1,110,0.0,0.9090909090909091
2281,Viana do Castelo,Monção,Riba de Mouro,1089,87,197,57,8,6,2,4,4,9,,1,,,8,3,0,0,,,,5,4,395,0.759493670886076,1.0126582278481013
2282,Viana do Castelo,Monção,"Sago, Lordelo e Parada",476,29,151,52,8,9,2,2,3,6,,0,,,1,1,0,0,,,,2,2,268,0.373134328358209,0.746268656716418
2283,Viana do Castelo,Monção,Segude,353,52,88,33,1,6,1,1,3,5,,0,,,0,0,0,0,,,,1,2,193,0.0,0.5181347150259067
2284,Viana do Castelo,Monção,Tangil,697,109,156,39,6,13,3,5,2,5,,4,,,1,0,0,1,,,,11,2,357,0.0,1.4005602240896358
2285,Viana do Castelo,Monção,Troporiz e Lapela,500,99,84,69,5,15,2,6,4,3,,1,,,1,0,0,1,,,,9,7,306,0.0,1.9607843137254901
2286,Viana do Castelo,Monção,Trute,324,36,62,29,4,1,0,2,1,2,,2,,,1,0,0,1,,,,5,1,147,0.0,1.3605442176870748
2287,Viana do Castelo,Paredes de Coura,Agualonga,274,77,55,28,8,1,1,1,0,1,,0,,,2,0,0,0,,,,4,4,182,0.0,0.5494505494505495
2288,Viana do Castelo,Paredes de Coura,Bico e Cristelo,731,133,102,64,11,17,5,5,3,9,,1,,,2,2,0,1,,,,10,3,368,0.5434782608695652,1.358695652173913
2289,Viana do Castelo,Paredes de Coura,Castanheira,582,90,133,70,12,11,4,6,8,11,,4,,,0,1,0,0,,,,7,2,359,0.2785515320334262,1.6713091922005572
2290,Viana do Castelo,Paredes de Coura,Cossourado e Linhares,498,101,80,76,8,11,3,4,2,9,,2,,,1,1,0,0,,,,7,1,306,0.32679738562091504,1.3071895424836601
2291,Viana do Castelo,Paredes de Coura,Coura,359,61,62,37,2,3,4,4,2,2,,0,,,0,1,1,0,,,,4,1,184,0.5434782608695652,2.1739130434782608
2292,Viana do Castelo,Paredes de Coura,Cunha,433,101,87,47,8,5,2,7,2,3,,3,,,3,1,1,0,,,,13,2,285,0.3508771929824561,2.456140350877193
2293,Viana do Castelo,Paredes de Coura,Formariz e Ferreira,982,201,166,86,21,19,16,4,7,10,,3,,,5,1,0,1,,,,10,7,557,0.17953321364452424,0.718132854578097
2294,Viana do Castelo,Paredes de Coura,Infesta,431,62,70,57,2,9,9,9,3,2,,2,,,4,2,0,0,,,,1,4,236,0.847457627118644,3.8135593220338984
2295,Viana do Castelo,Paredes de Coura,Insalde e Porreiras,444,69,69,44,3,8,2,2,3,5,,2,,,4,1,1,1,,,,6,0,220,0.45454545454545453,0.9090909090909091
2296,Viana do Castelo,Paredes de Coura,Mozelos,316,107,47,28,4,4,5,1,1,6,,2,,,0,0,0,1,,,,6,3,215,0.0,0.46511627906976744
2297,Viana do Castelo,Paredes de Coura,Padornelo,392,88,64,39,4,10,0,4,2,5,,1,,,1,2,0,0,,,,5,3,228,0.8771929824561403,1.7543859649122806
2298,Viana do Castelo,Paredes de Coura,Parada,261,49,58,21,2,6,2,0,6,1,,0,,,2,0,0,0,,,,6,3,156,0.0,0.0
2299,Viana do Castelo,Paredes de Coura,Paredes de Coura e Resende,1857,409,265,208,44,53,29,40,29,13,,4,,,5,1,1,1,,,,29,17,1148,0.08710801393728224,3.484320557491289
2300,Viana do Castelo,Paredes de Coura,Romarigães,213,42,45,21,2,1,4,1,1,3,,0,,,0,0,0,0,,,,2,0,122,0.0,0.819672131147541
2301,Viana do Castelo,Paredes de Coura,Rubiães,504,94,79,53,7,10,4,0,5,9,,3,,,2,0,0,1,,,,6,2,275,0.0,0.0
2302,Viana do Castelo,Paredes de Coura,Vascões,226,22,48,32,0,1,7,2,2,2,,1,,,0,0,0,0,,,,2,1,120,0.0,1.6666666666666667
2303,Viana do Castelo,Ponte da Barca,Azias,385,37,92,32,0,0,1,1,3,3,,2,,,2,0,0,0,,,,1,2,176,0.0,0.5681818181818182
2304,Viana do Castelo,Ponte da Barca,Boivães,306,53,84,26,5,2,0,3,0,0,,0,,,0,0,0,0,,,,1,3,177,0.0,1.694915254237288
2305,Viana do Castelo,Ponte da Barca,Bravães,608,99,153,55,11,14,10,4,4,7,,1,,,0,0,0,0,,,,12,6,376,0.0,1.0638297872340425
2306,Viana do Castelo,Ponte da Barca,Britelo,536,100,81,51,3,2,4,5,1,5,,2,,,0,0,0,0,,,,4,1,259,0.0,1.9305019305019304
2307,Viana do Castelo,Ponte da Barca,"Crasto, Ruivos e Grovelas",876,161,216,58,18,4,4,3,10,6,,0,,,2,1,0,1,,,,9,6,499,0.20040080160320642,0.6012024048096193
2308,Viana do Castelo,Ponte da Barca,Cuide de Vila Verde,344,38,89,24,4,4,3,8,1,6,,1,,,2,1,0,0,,,,4,3,188,0.5319148936170213,4.25531914893617
2309,Viana do Castelo,Ponte da Barca,"Entre Ambos-os-Rios, Ermida e Germil",659,86,128,47,3,1,10,4,3,9,,0,,,2,2,1,0,,,,7,1,304,0.6578947368421053,1.3157894736842106
2310,Viana do Castelo,Ponte da Barca,Lavradas,893,143,242,83,16,7,3,9,14,4,,3,,,3,0,0,0,,,,11,8,546,0.0,1.6483516483516483
2311,Viana do Castelo,Ponte da Barca,Lindoso,506,54,60,55,2,3,2,1,5,1,,2,,,1,0,0,0,,,,2,3,191,0.0,0.5235602094240838
2312,Viana do Castelo,Ponte da Barca,Nogueira,428,78,91,56,9,5,1,2,3,2,,0,,,3,0,0,0,,,,4,2,256,0.0,0.78125
2313,Viana do Castelo,Ponte da Barca,Oleiros,508,78,157,45,7,5,2,11,2,4,,3,,,2,1,0,0,,,,2,4,323,0.30959752321981426,3.4055727554179565
2314,Viana do Castelo,Ponte da Barca,"Ponte da Barca, V.N. Muía, Paço Vedro Magalhães",4566,975,800,361,62,64,40,69,33,25,,7,,,6,3,3,3,,,,48,42,2541,0.1180637544273908,2.7154663518299884
2315,Viana do Castelo,Ponte da Barca,Sampriz,416,38,94,31,2,6,2,1,1,4,,1,,,3,0,0,0,,,,3,2,188,0.0,0.5319148936170213
2316,Viana do Castelo,Ponte da Barca,Touvedo (São Lourenço e Salvador),467,67,118,33,2,4,2,3,3,2,,0,,,4,1,1,2,,,,4,0,246,0.4065040650406504,1.2195121951219512
2317,Viana do Castelo,Ponte da Barca,Vade (São Pedro),318,51,79,32,6,6,0,4,2,6,,0,,,0,0,0,1,,,,3,1,191,0.0,2.094240837696335
2318,Viana do Castelo,Ponte da Barca,Vade (São Tomé),382,61,82,27,6,5,2,1,6,1,,0,,,1,0,0,0,,,,1,1,194,0.0,0.5154639175257731
2319,Viana do Castelo,Ponte da Barca,Vila Chã (São João Baptista e Santiago),690,88,141,55,4,9,1,2,3,3,,1,,,4,1,0,1,,,,6,1,320,0.3125,0.625
2320,Viana do Castelo,Ponte de Lima,Anais,1014,111,346,181,26,5,4,5,5,24,,3,,,7,1,0,1,,,,7,3,729,0.13717421124828533,0.6858710562414266
2321,Viana do Castelo,Ponte de Lima,Arca e Ponte de Lima,3685,736,854,452,110,98,94,70,35,20,,11,,,5,2,1,1,,,,44,25,2558,0.07818608287724785,2.7365129007036746
2322,Viana do Castelo,Ponte de Lima,Arcozelo,3222,602,711,476,84,57,79,45,25,23,,9,,,7,7,0,2,,,,39,24,2190,0.319634703196347,2.0547945205479454
2323,Viana do Castelo,Ponte de Lima,"Ardegão, Freixo e Mato",1587,243,437,208,30,25,10,13,15,19,,7,,,8,2,3,0,,,,27,13,1060,0.18867924528301888,1.2264150943396226
2324,Viana do Castelo,Ponte de Lima,Associação de freguesias do Vale do Neiva,1055,92,342,123,24,16,2,7,6,17,,2,,,7,1,1,1,,,,9,5,655,0.15267175572519084,1.0687022900763359
2325,Viana do Castelo,Ponte de Lima,Bárrio e Cepões,806,104,205,130,14,11,5,7,9,10,,0,,,5,4,0,0,,,,10,15,529,0.7561436672967864,1.3232514177693762
2326,Viana do Castelo,Ponte de Lima,Beiral do Lima,641,51,195,84,10,4,4,3,2,13,,2,,,8,2,3,0,,,,1,12,394,0.5076142131979695,0.7614213197969543
2327,Viana do Castelo,Ponte de Lima,Bertiandos,369,70,134,45,14,7,4,0,2,2,,1,,,0,1,0,1,,,,8,3,292,0.3424657534246575,0.0
2328,Viana do Castelo,Ponte de Lima,Boalhosa,204,2,74,6,1,0,0,0,1,2,,1,,,0,0,0,0,,,,0,2,89,0.0,0.0
2329,Viana do Castelo,Ponte de Lima,Brandara,431,65,122,64,11,5,5,1,1,4,,1,,,1,0,0,1,,,,5,1,287,0.0,0.34843205574912894
2330,Viana do Castelo,Ponte de Lima,Cabaços e Fojo Lobal,1015,77,303,130,12,7,5,4,2,14,,4,,,6,1,0,0,,,,7,4,576,0.1736111111111111,0.6944444444444444
2331,Viana do Castelo,Ponte de Lima,Cabração e Moreira do Lima,938,133,232,109,15,13,6,8,10,12,,4,,,3,1,0,4,,,,7,7,564,0.1773049645390071,1.4184397163120568
2332,Viana do Castelo,Ponte de Lima,Calheiros,887,124,269,130,28,16,12,8,8,8,,5,,,3,1,1,2,,,,5,3,623,0.16051364365971107,1.2841091492776886
2333,Viana do Castelo,Ponte de Lima,Calvelo,626,90,168,87,24,3,4,9,1,10,,2,,,4,1,0,1,,,,10,4,418,0.23923444976076555,2.15311004784689
2334,Viana do Castelo,Ponte de Lima,Correlhã,2536,342,925,302,42,36,17,21,17,51,,9,,,5,4,1,3,,,,27,31,1833,0.2182214948172395,1.1456628477905073
2335,Viana do Castelo,Ponte de Lima,Estorãos,422,64,101,38,16,9,9,5,5,3,,1,,,1,0,1,0,,,,4,2,259,0.0,1.9305019305019304
2336,Viana do Castelo,Ponte de Lima,Facha,1291,210,408,162,33,16,25,18,11,25,,2,,,8,1,0,1,,,,9,10,939,0.10649627263045794,1.9169329073482428
2337,Viana do Castelo,Ponte de Lima,Feitosa,1670,272,441,231,84,64,20,31,17,12,,5,,,5,4,1,2,,,,33,9,1231,0.3249390739236393,2.5182778229082046
2338,Viana do Castelo,Ponte de Lima,Fontão,1055,144,345,127,37,16,5,14,6,21,,3,,,8,0,1,2,,,,12,10,751,0.0,1.8641810918774966
2339,Viana do Castelo,Ponte de Lima,Fornelos e Queijada,1673,188,609,206,33,25,14,21,12,23,,7,,,6,0,0,5,,,,15,4,1168,0.0,1.797945205479452
2340,Viana do Castelo,Ponte de Lima,Friastelas,556,55,157,70,7,6,5,5,1,9,,2,,,2,0,0,1,,,,4,4,328,0.0,1.524390243902439
2341,Viana do Castelo,Ponte de Lima,Gandra,1014,144,316,125,13,16,5,10,7,14,,3,,,3,1,1,0,,,,9,4,671,0.14903129657228018,1.4903129657228018
2342,Viana do Castelo,Ponte de Lima,Gemieira,593,71,144,85,11,10,3,6,2,9,,3,,,1,0,2,0,,,,17,6,370,0.0,1.6216216216216217
2343,Viana do Castelo,Ponte de Lima,Gondufe,371,39,124,47,7,3,3,2,2,13,,0,,,2,1,0,1,,,,5,6,255,0.39215686274509803,0.7843137254901961
2344,Viana do Castelo,Ponte de Lima,Labruja,384,44,130,61,5,2,0,2,2,5,,1,,,4,1,0,0,,,,2,6,265,0.37735849056603776,0.7547169811320755
2345,Viana do Castelo,Ponte de Lima,"Labrujó, Rendufe e Vilar do Monte",342,51,111,36,2,5,0,3,4,7,,2,,,4,1,0,2,,,,1,1,230,0.43478260869565216,1.3043478260869565
2346,Viana do Castelo,Ponte de Lima,Navió e Vitorino dos Piães,1617,170,461,257,50,15,13,9,12,26,,5,,,11,3,0,2,,,,11,19,1064,0.2819548872180451,0.8458646616541353
2347,Viana do Castelo,Ponte de Lima,Poiares,726,82,276,112,10,12,3,6,0,12,,1,,,3,0,2,1,,,,7,4,531,0.0,1.1299435028248588
2348,Viana do Castelo,Ponte de Lima,Rebordões (Santa Maria),958,106,266,152,23,30,13,14,3,17,,1,,,4,1,0,2,,,,12,7,651,0.15360983102918588,2.150537634408602
2349,Viana do Castelo,Ponte de Lima,Rebordões (Souto),1062,82,383,143,14,18,5,5,2,11,,3,,,2,1,2,1,,,,9,10,691,0.1447178002894356,0.723589001447178
2350,Viana do Castelo,Ponte de Lima,Refóios do Lima,2102,216,576,220,39,28,6,19,10,27,,1,,,10,7,3,0,,,,15,11,1188,0.5892255892255892,1.5993265993265993
2351,Viana do Castelo,Ponte de Lima,Ribeira,1723,445,369,187,54,36,31,20,19,12,,6,,,6,3,0,3,,,,16,14,1221,0.2457002457002457,1.638001638001638
2352,Viana do Castelo,Ponte de Lima,Sá,342,48,112,38,10,7,0,0,0,4,,1,,,2,2,1,0,,,,8,1,234,0.8547008547008547,0.0
2353,Viana do Castelo,Ponte de Lima,Santa Comba,523,114,140,80,24,15,7,12,3,4,,2,,,3,1,0,0,,,,5,6,416,0.2403846153846154,2.8846153846153846
2354,Viana do Castelo,Ponte de Lima,Santa Cruz do Lima,413,74,137,29,7,7,5,3,2,9,,1,,,1,1,0,0,,,,3,0,279,0.35842293906810035,1.075268817204301
2355,Viana do Castelo,Ponte de Lima,São Pedro d'Arcos,606,113,139,54,17,8,3,11,7,7,,1,,,1,0,0,0,,,,6,7,374,0.0,2.9411764705882355
2356,Viana do Castelo,Ponte de Lima,Seara,608,90,230,97,25,9,1,6,3,9,,2,,,2,1,1,1,,,,8,8,493,0.2028397565922921,1.2170385395537526
2357,Viana do Castelo,Ponte de Lima,Serdedelo,442,44,144,53,9,2,3,0,3,4,,4,,,1,0,1,0,,,,4,3,275,0.0,0.0
2358,Viana do Castelo,Ponte de Lima,Vitorino das Donas,915,162,289,110,39,28,13,8,9,11,,6,,,3,0,0,0,,,,11,6,695,0.0,1.1510791366906474
2359,Viana do Castelo,Valença,Boivão,247,17,58,36,4,3,1,0,1,5,,0,,,2,1,0,0,,,,3,1,132,0.7575757575757576,0.0
2360,Viana do Castelo,Valença,Cerdal,1584,186,246,315,21,13,12,10,3,16,,4,,,4,0,0,2,,,,17,6,855,0.0,1.1695906432748537
2361,Viana do Castelo,Valença,Fontoura,641,59,144,166,8,9,0,2,4,10,,2,,,3,0,0,0,,,,5,2,414,0.0,0.4830917874396135
2362,Viana do Castelo,Valença,Friestas,524,120,91,71,11,9,10,6,8,3,,0,,,2,0,0,0,,,,11,4,346,0.0,1.7341040462427746
2363,Viana do Castelo,Valença,Gandra e Taião,1278,211,210,256,13,14,4,9,12,7,,4,,,3,3,0,2,,,,16,1,765,0.39215686274509803,1.1764705882352942
2364,Viana do Castelo,Valença,Ganfei,1113,243,208,184,14,16,3,13,2,9,,3,,,1,0,0,1,,,,7,10,714,0.0,1.8207282913165266
2365,Viana do Castelo,Valença,Gondomil e Sanfins,455,60,112,47,4,1,1,1,3,2,,2,,,0,0,0,0,,,,4,0,237,0.0,0.4219409282700422
2366,Viana do Castelo,Valença,São Julião e Silva,566,74,129,123,8,10,5,2,1,7,,0,,,1,1,1,0,,,,4,5,371,0.2695417789757412,0.5390835579514824
2367,Viana do Castelo,Valença,São Pedro da Torre,1207,187,276,197,23,22,6,9,8,14,,3,,,4,0,0,0,,,,10,8,767,0.0,1.1734028683181226
2368,Viana do Castelo,Valença,"Valença, Cristelo Covo e Arão",4583,662,695,753,85,72,32,37,60,36,,2,,,6,3,0,2,,,,44,29,2518,0.11914217633042097,1.4694201747418587
2369,Viana do Castelo,Valença,Verdoejo,546,165,79,67,12,6,12,9,5,4,,3,,,3,1,0,0,,,,5,4,375,0.26666666666666666,2.4
2370,Viana do Castelo,Viana do Castelo,Afife,1431,317,289,139,31,44,66,28,18,16,,6,,,4,1,0,1,,,,23,5,988,0.10121457489878542,2.834008097165992
2371,Viana do Castelo,Viana do Castelo,Alvarães,2560,384,543,310,46,44,14,29,26,22,,11,,,18,1,2,1,,,,26,17,1494,0.06693440428380187,1.9410977242302543
2372,Viana do Castelo,Viana do Castelo,Amonde,244,45,31,63,1,8,7,0,1,3,,2,,,1,0,0,0,,,,3,3,168,0.0,0.0
2373,Viana do Castelo,Viana do Castelo,Anha,2260,454,480,264,67,65,21,25,24,24,,9,,,6,7,4,2,,,,42,23,1517,0.4614370468029005,1.6479894528675016
2374,Viana do Castelo,Viana do Castelo,Areosa,4248,917,749,445,131,165,150,80,53,35,,4,,,7,6,2,7,,,,59,31,2841,0.21119324181626187,2.815909890883492
2375,Viana do Castelo,Viana do Castelo,Barroselas e Carvoeiro,4660,825,1033,598,152,103,46,70,52,65,,11,,,7,5,3,4,,,,60,41,3075,0.16260162601626016,2.2764227642276422
2376,Viana do Castelo,Viana do Castelo,Cardielos e Serreleis,2051,461,553,265,42,62,24,25,24,21,,14,,,4,5,1,0,,,,22,8,1531,0.32658393207054215,1.6329196603527107
2377,Viana do Castelo,Viana do Castelo,Carreço,1633,336,364,164,46,69,45,54,20,13,,4,,,2,1,1,0,,,,21,5,1145,0.08733624454148471,4.716157205240175
2378,Viana do Castelo,Viana do Castelo,Castelo do Neiva,3081,309,525,409,79,55,21,31,20,36,,9,,,10,8,3,3,,,,31,15,1564,0.5115089514066496,1.9820971867007673
2379,Viana do Castelo,Viana do Castelo,Chafé,3433,471,512,504,99,103,44,40,46,23,,14,,,10,3,5,6,,,,47,21,1948,0.1540041067761807,2.0533880903490758
2380,Viana do Castelo,Viana do Castelo,Darque,7209,1355,997,983,164,222,252,85,71,30,,23,,,16,4,2,2,,,,62,47,4315,0.09269988412514485,1.969872537659328
2381,Viana do Castelo,Viana do Castelo,Freixieiro de Soutelo,435,78,76,91,12,19,4,0,4,3,,2,,,1,0,0,0,,,,6,2,298,0.0,0.0
2382,Viana do Castelo,Viana do Castelo,Geraz do Lima e Deão,3244,528,832,420,82,31,17,25,20,35,,14,,,22,2,4,4,,,,39,35,2110,0.0947867298578199,1.1848341232227488
2383,Viana do Castelo,Viana do Castelo,Lanheses,1547,273,396,145,30,26,7,12,16,15,,5,,,6,2,6,2,,,,19,12,972,0.205761316872428,1.2345679012345678
2384,Viana do Castelo,Viana do Castelo,Mazarefes e Vila Fria,2527,558,466,294,69,82,54,38,22,23,,9,,,6,5,3,1,,,,26,19,1675,0.29850746268656714,2.2686567164179103
2385,Viana do Castelo,Viana do Castelo,Montaria,515,102,95,76,5,6,7,3,3,3,,2,,,3,1,0,2,,,,3,4,315,0.31746031746031744,0.9523809523809523
2386,Viana do Castelo,Viana do Castelo,Mujães,1409,219,320,160,51,22,15,11,8,22,,6,,,4,1,1,1,,,,22,8,871,0.1148105625717566,1.2629161882893227
2387,Viana do Castelo,Viana do Castelo,"Nogueira, Meixedo e Vilar de Murteda",1400,252,372,175,35,21,14,19,16,16,,4,,,3,2,0,3,,,,18,12,962,0.2079002079002079,1.975051975051975
2388,Viana do Castelo,Viana do Castelo,Outeiro,1027,198,227,114,37,22,21,14,10,9,,5,,,3,0,1,2,,,,32,13,708,0.0,1.9774011299435028
2389,Viana do Castelo,Viana do Castelo,Perre,2556,609,526,283,96,90,85,58,24,20,,9,,,6,2,4,4,,,,43,23,1882,0.10626992561105207,3.08182784272051
2390,Viana do Castelo,Viana do Castelo,Santa Maria Maior e Monserrate e Meadela,22395,4894,4278,2176,728,946,763,567,301,171,,33,,,38,19,8,19,,,,242,153,15336,0.12389149713093375,3.6971830985915495
2391,Viana do Castelo,Viana do Castelo,Santa Marta de Portuzelo,3657,817,798,392,106,105,61,71,40,33,,11,,,11,1,4,3,,,,54,31,2538,0.039401103230890466,2.797478329393223
2392,Viana do Castelo,Viana do Castelo,São Romão de Neiva,1134,222,242,139,32,27,5,16,17,7,,10,,,1,0,1,1,,,,19,4,743,0.0,2.1534320323014806
2393,Viana do Castelo,Viana do Castelo,"Subportela, Deocriste e Portela Susã",2260,370,553,316,67,44,10,22,25,36,,12,,,15,2,6,2,,,,38,13,1531,0.13063357282821686,1.4369693011103855
2394,Viana do Castelo,Viana do Castelo,Torre e Vila Mou,1188,175,313,125,35,20,8,19,12,18,,3,,,5,5,1,2,,,,17,9,767,0.651890482398957,2.4771838331160363
2395,Viana do Castelo,Viana do Castelo,Vila de Punhe,2080,422,447,236,44,41,20,28,14,25,,5,,,6,2,3,1,,,,26,20,1340,0.14925373134328357,2.08955223880597
2396,Viana do Castelo,Viana do Castelo,Vila Franca,1647,331,380,186,42,47,29,19,16,26,,9,,,4,2,0,2,,,,27,17,1137,0.1759014951627089,1.6710642040457344
2397,Viana do Castelo,Vila Nova de Cerveira,Campos e Vila Meã,1405,268,206,273,31,34,12,15,7,20,,4,,,6,1,0,4,,,,13,9,903,0.11074197120708748,1.6611295681063123
2398,Viana do Castelo,Vila Nova de Cerveira,Candemil e Gondar,337,63,63,53,10,11,3,1,1,8,,2,,,1,0,2,2,,,,7,1,228,0.0,0.43859649122807015
2399,Viana do Castelo,Vila Nova de Cerveira,Cornes,473,94,70,101,4,22,4,3,3,4,,1,,,1,1,0,0,,,,5,3,316,0.31645569620253167,0.9493670886075949
2400,Viana do Castelo,Vila Nova de Cerveira,Covas,564,105,105,90,8,8,5,6,6,10,,0,,,4,0,1,1,,,,4,2,355,0.0,1.6901408450704225
2401,Viana do Castelo,Vila Nova de Cerveira,Gondarém,938,215,158,138,18,14,10,14,8,13,,2,,,1,4,0,1,,,,5,6,607,0.6589785831960461,2.3064250411861615
2402,Viana do Castelo,Vila Nova de Cerveira,Loivo,794,172,117,132,14,23,6,5,10,5,,5,,,4,0,0,0,,,,8,7,508,0.0,0.984251968503937
2403,Viana do Castelo,Vila Nova de Cerveira,Mentrestido,263,45,58,37,4,2,0,6,1,1,,1,,,2,1,0,0,,,,4,0,162,0.6172839506172839,3.7037037037037037
2404,Viana do Castelo,Vila Nova de Cerveira,Reboreda e Nogueira,989,184,181,199,20,27,11,14,13,11,,6,,,3,1,0,0,,,,16,9,695,0.14388489208633093,2.014388489208633
2405,Viana do Castelo,Vila Nova de Cerveira,Sapardos,351,63,79,76,4,4,1,2,4,7,,3,,,1,0,0,1,,,,7,1,253,0.0,0.7905138339920948
2406,Viana do Castelo,Vila Nova de Cerveira,Sopo,535,101,104,62,5,7,1,2,4,2,,2,,,3,1,0,1,,,,12,4,311,0.3215434083601286,0.6430868167202572
