,Distrito/R.A.,Município,Freguesia,Inscritos,PS,PPD/PSD.CDS-PP.PPM,CH,IL,B.E.,PCP-PEV,L,PAN,ADN,PPD/PSD.CDS-PP,R.I.R.,JPP,PCTP/MRPP,ND,VP,E,MPT.A,PTP,NC,PPM,Brancos,Nulos,Votos,VP%,L%
2407,Viana do Castelo,Vila Nova de Cerveira,Vila Nova de Cerveira e Lovelhe,1730,350,315,203,39,45,10,27,16,16,,5,,,3,2,0,2,,,,25,13,1071,0.18674136321195145,2.5210084033613445
2408,Vila Real,Alijó,Alijó,2423,457,540,281,36,40,15,18,21,34,,4,,,2,2,0,,,,,14,16,1480,0.13513513513513514,1.2162162162162162
2409,Vila Real,Alijó,Carlão e Amieiro,778,140,126,42,5,13,6,4,5,16,,0,,,1,0,0,,,,,4,9,371,0.0,1.0781671159029649
2410,Vila Real,Alijó,Castedo e Cotas,546,91,144,69,5,16,1,0,0,4,,1,,,2,1,0,,,,,4,8,346,0.28901734104046245,0.0
2411,Vila Real,Alijó,Favaios,944,240,166,91,14,22,5,5,5,12,,4,,,1,0,0,,,,,9,8,582,0.0,0.8591065292096219
2412,Vila Real,Alijó,Pegarinhos,491,75,89,26,0,6,10,1,0,3,,0,,,0,1,1,,,,,3,3,218,0.45871559633027525,0.45871559633027525
2413,Vila Real,Alijó,Pinhão,572,121,101,64,9,10,12,9,3,8,,0,,,0,0,0,,,,,12,4,353,0.0,2.54957507082153
2414,Vila Real,Alijó,Pópulo e Ribalonga,598,70,106,49,4,5,1,2,1,3,,2,,,1,0,0,,,,,2,6,252,0.0,0.7936507936507936
2415,Vila Real,Alijó,Sanfins do Douro,1292,269,299,156,11,16,5,4,6,20,,2,,,0,1,1,,,,,7,8,805,0.12422360248447205,0.4968944099378882
2416,Vila Real,Alijó,Santa Eugénia,346,91,79,23,3,4,0,2,0,7,,0,,,0,1,1,,,,,3,5,219,0.45662100456621,0.91324200913242
2417,Vila Real,Alijó,São Mamede de Ribatua,617,145,117,43,7,5,9,4,10,10,,2,,,1,0,1,,,,,7,6,367,0.0,1.0899182561307903
2418,Vila Real,Alijó,"Vale de Mendiz, Casal de Loivos e Vilarinho",439,117,85,70,4,6,2,2,1,1,,3,,,1,0,0,,,,,4,4,300,0.0,0.6666666666666666
2419,Vila Real,Alijó,Vila Chã,489,75,94,67,4,7,0,2,1,5,,4,,,2,0,0,,,,,3,8,272,0.0,0.7352941176470589
2420,Vila Real,Alijó,Vila Verde,609,70,173,49,10,4,1,0,1,11,,0,,,2,1,0,,,,,4,6,332,0.30120481927710846,0.0
2421,Vila Real,Alijó,Vilar de Maçada,883,139,192,99,5,7,3,8,5,13,,1,,,0,1,1,,,,,1,8,483,0.2070393374741201,1.6563146997929608
2422,Vila Real,Boticas,Alturas do Barroso e Cerdedo,716,52,194,26,1,2,3,2,0,11,,0,,,0,1,0,,,,,2,4,298,0.33557046979865773,0.6711409395973155
2423,Vila Real,Boticas,Ardãos e Bobadela,844,64,165,62,3,4,3,1,3,12,,0,,,3,0,0,,,,,2,9,331,0.0,0.3021148036253776
2424,Vila Real,Boticas,Beça,1149,99,484,51,3,6,5,4,0,10,,0,,,1,1,0,,,,,5,27,696,0.14367816091954022,0.5747126436781609
2425,Vila Real,Boticas,Boticas e Granja,1742,226,501,143,9,17,5,8,7,21,,4,,,2,2,0,,,,,10,18,973,0.20554984583761562,0.8221993833504625
2426,Vila Real,Boticas,"Codessoso, Curros e Fiães do Tâmega",430,23,155,21,0,1,1,0,0,3,,0,,,0,0,0,,,,,2,7,213,0.0,0.0
2427,Vila Real,Boticas,Covas do Barroso,306,25,93,11,3,2,12,1,1,6,,0,,,1,0,0,,,,,2,1,158,0.0,0.6329113924050633
2428,Vila Real,Boticas,Dornelas,489,70,49,14,1,2,8,2,3,3,,2,,,0,0,0,,,,,3,3,160,0.0,1.25
2429,Vila Real,Boticas,Pinho,578,58,114,48,2,2,2,0,0,11,,0,,,0,0,0,,,,,2,3,242,0.0,0.0
2430,Vila Real,Boticas,Sapiãos,681,66,140,32,0,2,3,3,1,13,,0,,,1,0,0,,,,,1,4,266,0.0,1.1278195488721805
2431,Vila Real,Boticas,Vilar e Viveiro,616,45,222,22,1,2,3,0,3,8,,0,,,1,0,0,,,,,1,2,310,0.0,0.0
2432,Vila Real,Chaves,Águas Frias,772,112,141,82,3,8,5,1,4,13,,1,,,1,1,0,,,,,8,6,386,0.25906735751295334,0.25906735751295334
2433,Vila Real,Chaves,Anelhe,537,51,115,61,2,7,1,2,2,5,,1,,,3,0,0,,,,,3,4,257,0.0,0.7782101167315175
2434,Vila Real,Chaves,Bustelo,558,71,121,68,4,5,1,6,3,6,,0,,,1,0,0,,,,,13,5,304,0.0,1.9736842105263157
2435,Vila Real,Chaves,Calvão e Soutelinho da Raia,687,91,73,36,2,11,3,1,2,7,,1,,,1,0,1,,,,,4,5,238,0.0,0.42016806722689076
2436,Vila Real,Chaves,Cimo de Vila da Castanheira,485,83,61,41,0,4,1,1,0,7,,3,,,0,0,0,,,,,6,4,211,0.0,0.47393364928909953
2437,Vila Real,Chaves,Curalha,509,70,106,56,6,5,6,2,1,6,,0,,,1,0,0,,,,,4,4,267,0.0,0.7490636704119851
2438,Vila Real,Chaves,"Eiras, São Julião de Montenegro e Cela",915,130,232,123,11,11,1,8,1,14,,2,,,1,0,0,,,,,5,9,548,0.0,1.4598540145985401
2439,Vila Real,Chaves,Ervededo,827,135,134,61,7,12,6,3,4,19,,0,,,0,0,0,,,,,2,6,389,0.0,0.7712082262210797
2440,Vila Real,Chaves,Faiões,839,189,132,121,6,8,9,9,2,10,,1,,,0,1,0,,,,,9,13,510,0.19607843137254902,1.7647058823529411
2441,Vila Real,Chaves,Lama de Arcos,389,71,78,22,4,0,1,5,1,6,,1,,,2,1,0,,,,,8,6,206,0.4854368932038835,2.4271844660194173
2442,Vila Real,Chaves,Loivos e Póvoa de Agrações,763,112,136,88,1,8,1,4,2,6,,1,,,1,1,0,,,,,4,12,377,0.26525198938992045,1.0610079575596818
2443,Vila Real,Chaves,Madalena e Samaiões,2896,459,563,304,29,31,32,21,25,40,,3,,,8,1,1,,,,,16,22,1555,0.06430868167202572,1.3504823151125402
2444,Vila Real,Chaves,Mairos,310,41,76,13,2,7,2,2,2,4,,2,,,1,0,0,,,,,1,1,154,0.0,1.2987012987012987
2445,Vila Real,Chaves,Moreiras,270,23,75,25,1,4,0,2,1,6,,1,,,0,1,0,,,,,1,1,141,0.7092198581560284,1.4184397163120568
2446,Vila Real,Chaves,Nogueira da Montanha,660,50,172,37,1,5,4,0,2,10,,0,,,2,0,1,,,,,2,5,291,0.0,0.0
2447,Vila Real,Chaves,Oura,588,66,126,78,4,4,3,2,2,11,,0,,,0,0,1,,,,,4,4,305,0.0,0.6557377049180327
2448,Vila Real,Chaves,Outeiro Seco,894,185,147,136,19,16,8,6,3,13,,0,,,2,1,1,,,,,6,9,552,0.18115942028985507,1.0869565217391304
2449,Vila Real,Chaves,Paradela,244,28,66,37,1,2,2,0,0,1,,0,,,1,0,0,,,,,2,9,149,0.0,0.0
2450,Vila Real,Chaves,Planalto de Monforte (Oucidres e Bobadela),351,45,67,34,1,1,2,2,1,6,,0,,,1,0,0,,,,,2,1,163,0.0,1.2269938650306749
2451,Vila Real,Chaves,Redondelo,581,106,71,76,1,4,1,4,1,7,,1,,,0,2,0,,,,,2,5,281,0.7117437722419929,1.4234875444839858
2452,Vila Real,Chaves,Sanfins,287,17,61,14,1,3,2,0,0,4,,0,,,2,1,1,,,,,1,2,109,0.9174311926605505,0.0
2453,Vila Real,Chaves,Santa Cruz/Trindade e Sanjurge,3714,561,686,494,54,39,25,27,24,62,,5,,,8,4,1,,,,,27,30,2047,0.19540791402051783,1.3190034196384954
2454,Vila Real,Chaves,Santa Leocádia,342,33,72,33,3,2,0,0,2,4,,0,,,1,2,0,,,,,0,1,153,1.3071895424836601,0.0
2455,Vila Real,Chaves,Santa Maria Maior,11796,1937,2279,1264,151,221,118,157,73,143,,8,,,7,1,6,,,,,99,81,6545,0.015278838808250574,2.39877769289534
2456,Vila Real,Chaves,Santo António de Monforte,470,101,80,48,6,3,3,3,1,5,,1,,,0,0,0,,,,,7,4,262,0.0,1.1450381679389312
2457,Vila Real,Chaves,Santo Estêvão,627,87,101,74,2,1,2,5,2,10,,2,,,3,0,0,,,,,0,5,294,0.0,1.7006802721088434
2458,Vila Real,Chaves,São Pedro de Agostém,1511,214,260,182,13,15,10,9,5,25,,3,,,0,0,0,,,,,13,11,760,0.0,1.1842105263157894
2459,Vila Real,Chaves,São Vicente,268,34,53,19,0,3,2,0,2,2,,0,,,0,0,0,,,,,2,2,119,0.0,0.0
2460,Vila Real,Chaves,Soutelo e Seara Velha,629,72,164,46,3,7,4,6,1,12,,0,,,1,1,0,,,,,8,5,330,0.30303030303030304,1.8181818181818181
2461,Vila Real,Chaves,Travancas e Roriz,582,105,87,39,0,5,6,0,2,6,,1,,,0,0,0,,,,,1,2,254,0.0,0.0
2462,Vila Real,Chaves,Tronco,289,37,46,22,1,0,0,0,0,5,,1,,,0,0,0,,,,,0,1,113,0.0,0.0
2463,Vila Real,Chaves,Vale de Anta,1543,266,332,241,26,43,15,13,5,32,,3,,,5,0,1,,,,,12,8,1002,0.0,1.2974051896207586
2464,Vila Real,Chaves,"Vidago, Arcossó, Selhariz, Vilarinho Paranheiras",1924,329,365,204,13,20,14,8,9,25,,3,,,3,0,0,,,,,11,9,1013,0.0,0.7897334649555775
2465,Vila Real,Chaves,Vila Verde da Raia,897,127,188,94,10,13,6,1,5,13,,4,,,0,1,0,,,,,9,11,482,0.2074688796680498,0.2074688796680498
2466,Vila Real,Chaves,Vilar de Nantes,1890,329,389,264,32,37,16,18,12,35,,1,,,1,1,0,,,,,18,9,1162,0.08605851979345955,1.549053356282272
2467,Vila Real,Chaves,Vilarelho da Raia,688,84,111,84,2,4,5,3,5,9,,0,,,0,1,0,,,,,1,3,312,0.32051282051282054,0.9615384615384616
2468,Vila Real,Chaves,Vilas Boas,228,15,47,30,2,1,2,0,2,2,,1,,,0,0,0,,,,,2,0,104,0.0,0.0
2469,Vila Real,Chaves,Vilela do Tâmega,409,51,79,47,13,4,1,3,2,9,,1,,,0,0,0,,,,,6,19,235,0.0,1.2765957446808511
2470,Vila Real,Chaves,Vilela Seca,312,46,52,30,0,3,1,0,1,12,,0,,,1,0,0,,,,,2,4,152,0.0,0.0
2471,Vila Real,Mesão Frio,Barqueiros,501,146,57,54,6,10,3,3,7,4,,2,,,0,0,0,,,,,3,1,296,0.0,1.0135135135135136
2472,Vila Real,Mesão Frio,Cidadelhe,126,40,19,21,0,1,2,0,0,0,,2,,,0,0,0,,,,,2,1,88,0.0,0.0
2473,Vila Real,Mesão Frio,Mesão Frio (Santo André),1508,318,342,144,25,31,9,10,15,20,,9,,,3,1,2,,,,,10,13,952,0.10504201680672269,1.050420168067227
2474,Vila Real,Mesão Frio,Oliveira,304,67,70,24,6,3,2,0,1,4,,0,,,0,1,1,,,,,4,0,183,0.546448087431694,0.0
2475,Vila Real,Mesão Frio,Vila Marim,985,174,183,85,8,12,9,7,6,14,,3,,,2,0,1,,,,,5,7,516,0.0,1.3565891472868217
2476,Vila Real,Mondim de Basto,Atei,1194,224,247,115,4,11,10,7,4,21,,1,,,0,0,1,,,,,4,5,654,0.0,1.070336391437309
2477,Vila Real,Mondim de Basto,Bilhó,583,58,160,44,2,4,5,4,3,9,,2,,,0,0,0,,,,,3,2,296,0.0,1.3513513513513513
2478,Vila Real,Mondim de Basto,Campanhó e Paradança,915,84,219,64,3,8,10,3,5,13,,0,,,2,0,0,,,,,6,3,420,0.0,0.7142857142857143
2479,Vila Real,Mondim de Basto,Ermelo e Pardelhas,570,71,103,47,1,3,3,2,1,8,,1,,,0,0,0,,,,,0,1,241,0.0,0.8298755186721992
2480,Vila Real,Mondim de Basto,São Cristóvão de Mondim de Basto,3091,522,775,259,39,54,36,32,24,46,,4,,,8,7,2,,,,,14,11,1833,0.3818876159301691,1.745771958537916
2481,Vila Real,Mondim de Basto,Vilar de Ferreiros,1162,160,297,103,9,14,6,5,4,21,,2,,,3,1,0,,,,,1,5,631,0.15847860538827258,0.7923930269413629
2482,Vila Real,Montalegre,Cabril,531,124,96,48,12,14,1,1,2,10,,1,,,1,0,1,,,,,4,3,318,0.0,0.31446540880503143
2483,Vila Real,Montalegre,"Cambeses do Rio, Donões e Mourilhe",582,65,60,29,4,2,2,0,0,2,,0,,,0,0,0,,,,,1,2,167,0.0,0.0
2484,Vila Real,Montalegre,Cervos,384,27,75,30,2,0,4,0,0,4,,0,,,1,1,0,,,,,1,0,145,0.6896551724137931,0.0
2485,Vila Real,Montalegre,Chã,1089,109,153,67,2,7,3,2,3,11,,1,,,1,0,1,,,,,8,4,372,0.0,0.5376344086021505
2486,Vila Real,Montalegre,Covelo do Gerês,163,33,42,12,1,1,0,0,0,3,,0,,,0,0,0,,,,,0,1,93,0.0,0.0
2487,Vila Real,Montalegre,Ferral,349,87,62,23,3,6,1,1,1,4,,1,,,1,0,0,,,,,2,0,192,0.0,0.5208333333333334
2488,Vila Real,Montalegre,Gralhas,296,57,41,8,2,2,1,1,0,9,,1,,,2,0,1,,,,,3,0,128,0.0,0.78125
2489,Vila Real,Montalegre,Meixedo e Padornelos,501,56,61,25,0,3,2,2,0,5,,0,,,2,0,0,,,,,3,4,163,0.0,1.2269938650306749
2490,Vila Real,Montalegre,Montalegre e Padroso,2073,363,462,119,11,31,11,21,5,26,,4,,,2,2,0,,,,,21,8,1086,0.1841620626151013,1.9337016574585635
2491,Vila Real,Montalegre,Morgade,288,35,64,22,1,0,1,0,1,5,,0,,,0,0,0,,,,,2,1,132,0.0,0.0
2492,Vila Real,Montalegre,Negrões,224,59,21,6,3,1,0,0,0,2,,0,,,2,0,0,,,,,0,1,95,0.0,0.0
2493,Vila Real,Montalegre,Outeiro,177,29,40,18,1,0,0,0,0,1,,0,,,0,0,0,,,,,0,0,89,0.0,0.0
2494,Vila Real,Montalegre,"Paradela, Contim e Fiães",502,65,66,19,1,10,0,1,1,4,,1,,,0,0,0,,,,,3,3,174,0.0,0.5747126436781609
2495,Vila Real,Montalegre,Pitões das Junias,269,61,24,10,4,1,0,2,0,4,,0,,,0,0,0,,,,,0,0,106,0.0,1.8867924528301887
2496,Vila Real,Montalegre,Reigoso,227,33,39,7,0,3,0,0,1,6,,0,,,1,0,0,,,,,0,1,91,0.0,0.0
2497,Vila Real,Montalegre,Salto,1519,312,332,122,9,10,8,9,4,17,,1,,,1,0,2,,,,,9,5,841,0.0,1.070154577883472
2498,Vila Real,Montalegre,Santo André,261,56,36,11,0,3,0,0,0,6,,0,,,0,0,0,,,,,2,0,114,0.0,0.0
2499,Vila Real,Montalegre,Sarraquinhos,425,27,67,28,0,0,0,2,0,10,,0,,,1,0,0,,,,,1,3,139,0.0,1.4388489208633093
2500,Vila Real,Montalegre,Sezelhe e Covelães,389,61,70,19,2,1,1,4,1,3,,0,,,1,0,0,,,,,4,1,168,0.0,2.380952380952381
2501,Vila Real,Montalegre,Solveira,264,33,40,5,1,0,1,1,0,1,,0,,,0,0,0,,,,,0,1,83,0.0,1.2048192771084338
2502,Vila Real,Montalegre,Tourém,158,33,31,8,4,1,1,0,1,0,,0,,,0,0,0,,,,,1,0,80,0.0,0.0
2503,Vila Real,Montalegre,Venda Nova e Pondras,449,82,90,33,5,7,1,1,0,5,,0,,,0,0,0,,,,,0,3,227,0.0,0.44052863436123346
2504,Vila Real,Montalegre,Viade de Baixo e Fervidelas,909,134,169,65,7,6,4,5,2,13,,1,,,3,1,0,,,,,5,6,421,0.2375296912114014,1.187648456057007
2505,Vila Real,Montalegre,Vila da Ponte,249,54,58,7,0,1,1,1,0,2,,0,,,0,0,0,,,,,0,0,124,0.0,0.8064516129032258
2506,Vila Real,Montalegre,Vilar de Perdizes e Meixide,821,138,101,33,4,3,3,2,0,11,,0,,,0,0,0,,,,,2,4,301,0.0,0.6644518272425249
2507,Vila Real,Murça,Candedo,1033,186,193,104,5,7,7,2,4,8,,2,,,1,2,0,,,,,4,7,532,0.37593984962406013,0.37593984962406013
2508,Vila Real,Murça,Carva e Vilares,555,91,100,52,2,9,2,7,3,8,,0,,,0,0,0,,,,,7,1,282,0.0,2.482269503546099
2509,Vila Real,Murça,Fiolhoso,633,63,111,38,4,4,1,1,0,9,,0,,,2,0,0,,,,,1,4,238,0.0,0.42016806722689076
2510,Vila Real,Murça,Jou,681,116,127,45,1,1,0,3,0,10,,0,,,2,1,0,,,,,2,7,315,0.31746031746031744,0.9523809523809523
2511,Vila Real,Murça,Murça,1914,284,519,223,35,28,8,9,5,38,,2,,,2,2,2,,,,,13,19,1189,0.16820857863751051,0.7569386038687973
2512,Vila Real,Murça,Noura e Palheiros,962,137,230,110,4,6,9,1,5,16,,3,,,3,0,2,,,,,10,7,543,0.0,0.1841620626151013
2513,Vila Real,Murça,Valongo de Milhais,345,36,90,36,2,3,0,1,1,9,,1,,,2,0,0,,,,,0,2,183,0.0,0.546448087431694
2514,Vila Real,Peso da Régua,Fontelas,626,138,107,56,12,14,6,2,5,12,,2,,,0,0,2,,,,,6,1,363,0.0,0.5509641873278237
2515,Vila Real,Peso da Régua,Galafura e Covelinhas,918,96,162,111,12,5,5,1,0,23,,1,,,2,0,1,,,,,3,2,424,0.0,0.2358490566037736
2516,Vila Real,Peso da Régua,Loureiro,918,187,150,59,3,16,9,3,6,14,,1,,,1,1,0,,,,,6,7,463,0.2159827213822894,0.6479481641468683
2517,Vila Real,Peso da Régua,Moura Morta e Vinhós,802,99,158,74,2,7,1,2,3,12,,2,,,1,0,1,,,,,3,5,370,0.0,0.5405405405405406
2518,Vila Real,Peso da Régua,Peso da Régua e Godim,8556,1869,1664,889,151,168,126,82,47,96,,10,,,7,6,6,,,,,64,47,5232,0.11467889908256881,1.5672782874617737
2519,Vila Real,Peso da Régua,Poiares e Canelas,1293,204,214,133,11,7,8,3,2,18,,1,,,0,0,0,,,,,12,10,623,0.0,0.48154093097913325
2520,Vila Real,Peso da Régua,Sedielos,957,142,160,61,8,9,2,2,2,14,,2,,,0,0,0,,,,,2,0,404,0.0,0.49504950495049505
2521,Vila Real,Peso da Régua,Vilarinho dos Freires,791,159,131,83,4,12,9,5,3,13,,1,,,1,0,1,,,,,5,3,430,0.0,1.1627906976744187
2522,Vila Real,Ribeira de Pena,Alvadia,275,34,66,13,2,3,1,0,0,2,,0,,,0,0,0,,,,,1,0,122,0.0,0.0
2523,Vila Real,Ribeira de Pena,Canedo,629,81,76,14,0,1,1,0,0,7,,1,,,0,0,0,,,,,1,3,185,0.0,0.0
2524,Vila Real,Ribeira de Pena,Cerva e Limões,2712,493,560,162,19,34,11,14,4,35,,6,,,5,1,0,,,,,18,20,1382,0.0723589001447178,1.0130246020260492
2525,Vila Real,Ribeira de Pena,Salvador e Santo Aleixo de Além-Tâmega,3597,629,735,187,18,30,15,13,5,22,,2,,,9,2,0,,,,,6,18,1691,0.11827321111768184,0.768775872264932
2526,Vila Real,Ribeira de Pena,Santa Marinha,922,191,100,32,1,9,0,5,2,9,,1,,,0,0,0,,,,,4,3,357,0.0,1.4005602240896358
2527,Vila Real,Sabrosa,Celeirós,197,46,36,23,5,2,3,4,1,3,,0,,,0,0,0,,,,,5,4,132,0.0,3.0303030303030303
2528,Vila Real,Sabrosa,Covas do Douro,391,93,95,39,3,9,3,3,1,3,,1,,,0,0,1,,,,,2,2,255,0.0,1.1764705882352942
2529,Vila Real,Sabrosa,Gouvinhas,275,21,65,30,0,1,6,0,0,4,,0,,,0,0,0,,,,,1,4,132,0.0,0.0
2530,Vila Real,Sabrosa,Paços,741,105,140,94,12,13,5,3,2,9,,1,,,0,0,0,,,,,3,10,397,0.0,0.7556675062972292
2531,Vila Real,Sabrosa,Parada de Pinhão,299,59,84,22,4,4,2,0,1,11,,0,,,0,0,0,,,,,1,2,190,0.0,0.0
2532,Vila Real,Sabrosa,"Provesende, Gouvães e S.Cristóvão do Douro",496,107,115,52,5,5,4,2,3,13,,2,,,2,0,0,,,,,3,2,315,0.0,0.6349206349206349
2533,Vila Real,Sabrosa,Sabrosa,1069,243,263,140,19,15,24,14,7,10,,1,,,2,0,1,,,,,8,13,760,0.0,1.8421052631578947
2534,Vila Real,Sabrosa,São Lourenço de Ribapinhão,407,73,71,40,1,2,0,4,0,4,,0,,,3,1,0,,,,,1,3,203,0.49261083743842365,1.9704433497536946
2535,Vila Real,Sabrosa,São Martinho de Antas e Paradela de Guiães,1121,224,190,111,13,8,9,14,5,21,,0,,,1,1,2,,,,,13,8,620,0.16129032258064516,2.2580645161290325
2536,Vila Real,Sabrosa,Souto Maior,495,95,105,42,7,9,2,1,2,6,,0,,,0,0,1,,,,,4,4,278,0.0,0.3597122302158273
2537,Vila Real,Sabrosa,Torre do Pinhão,361,30,93,26,0,4,0,0,0,2,,0,,,1,0,0,,,,,3,2,161,0.0,0.0
2538,Vila Real,Sabrosa,Vilarinho de São Romão,256,50,52,30,2,2,2,0,3,2,,1,,,0,0,0,,,,,4,3,151,0.0,0.0
2539,Vila Real,Santa Marta de Penaguião,Alvações do Corgo,407,127,87,27,0,7,1,0,3,6,,0,,,0,0,0,,,,,2,2,262,0.0,0.0
2540,Vila Real,Santa Marta de Penaguião,Cumieira,1115,225,213,102,12,16,5,9,9,13,,1,,,2,2,1,,,,,13,5,628,0.3184713375796178,1.4331210191082802
2541,Vila Real,Santa Marta de Penaguião,Fontes,909,183,139,58,12,9,4,2,2,9,,3,,,0,0,1,,,,,7,1,430,0.0,0.46511627906976744
2542,Vila Real,Santa Marta de Penaguião,Lobrigos (S.Miguel e S.João Baptista) e Sanhoane,2627,588,500,287,22,50,30,7,12,26,,3,,,2,3,3,,,,,19,12,1564,0.1918158567774936,0.4475703324808184
2543,Vila Real,Santa Marta de Penaguião,Louredo e Fornelos,669,158,142,36,5,9,4,2,1,4,,1,,,0,0,0,,,,,5,6,373,0.0,0.5361930294906166
2544,Vila Real,Santa Marta de Penaguião,Medrões,472,121,92,52,2,4,4,0,2,11,,2,,,2,0,0,,,,,3,4,299,0.0,0.0
2545,Vila Real,Santa Marta de Penaguião,Sever,777,159,147,54,6,4,4,4,4,7,,2,,,1,1,2,,,,,0,3,398,0.25125628140703515,1.0050251256281406
2546,Vila Real,Valpaços,Água Revés e Crasto,344,35,100,37,3,1,1,1,1,11,,0,,,2,0,0,,,,,0,0,192,0.0,0.5208333333333334
2547,Vila Real,Valpaços,Algeriz,584,66,176,10,3,4,3,1,1,11,,0,,,1,0,0,,,,,0,25,301,0.0,0.33222591362126247
2548,Vila Real,Valpaços,Bouçoães,478,36,95,24,3,3,3,3,0,11,,0,,,0,0,0,,,,,3,2,183,0.0,1.639344262295082
2549,Vila Real,Valpaços,Canaveses,260,8,95,21,2,1,1,1,1,2,,1,,,0,0,0,,,,,0,0,133,0.0,0.7518796992481203
2550,Vila Real,Valpaços,Carrazedo de Montenegro e Curros,1994,141,578,223,11,16,8,5,9,28,,3,,,2,1,4,,,,,10,33,1072,0.09328358208955224,0.4664179104477612
2551,Vila Real,Valpaços,Ervões,689,58,160,39,3,7,2,3,3,11,,0,,,1,0,0,,,,,7,33,327,0.0,0.9174311926605505
2552,Vila Real,Valpaços,Fornos do Pinhal,318,28,155,4,1,2,2,1,0,2,,0,,,0,2,0,,,,,2,0,199,1.0050251256281406,0.5025125628140703
2553,Vila Real,Valpaços,Friões,687,54,195,34,2,2,1,3,1,13,,0,,,2,2,0,,,,,0,8,317,0.6309148264984227,0.9463722397476341
2554,Vila Real,Valpaços,"Lebução, Fiães e Nozelos",792,75,163,74,2,2,3,4,0,4,,0,,,1,0,0,,,,,5,3,336,0.0,1.1904761904761905
2555,Vila Real,Valpaços,Padrela e Tazem,431,40,103,18,2,1,2,0,0,12,,2,,,3,0,0,,,,,1,10,194,0.0,0.0
2556,Vila Real,Valpaços,Possacos,453,68,128,45,1,0,1,1,1,7,,0,,,0,0,0,,,,,2,2,256,0.0,0.390625
2557,Vila Real,Valpaços,Rio Torto,374,37,128,23,2,0,0,1,3,3,,0,,,0,0,0,,,,,0,3,200,0.0,0.5
2558,Vila Real,Valpaços,Santa Maria de Emeres,311,44,101,23,1,1,3,3,2,14,,0,,,0,1,0,,,,,3,4,200,0.5,1.5
2559,Vila Real,Valpaços,Santa Valha,413,31,127,28,5,2,0,1,1,10,,0,,,2,0,0,,,,,1,4,212,0.0,0.4716981132075472
2560,Vila Real,Valpaços,Santiago da Ribeira de Alhariz,797,24,216,38,2,0,1,7,2,11,,1,,,2,0,0,,,,,0,4,308,0.0,2.272727272727273
2561,Vila Real,Valpaços,São João da Corveira,742,97,177,49,6,2,0,2,1,8,,1,,,2,0,0,,,,,3,5,353,0.0,0.56657223796034
2562,Vila Real,Valpaços,São Pedro de Veiga de Lila,302,43,85,20,1,3,1,0,0,5,,1,,,0,0,1,,,,,1,3,164,0.0,0.0
2563,Vila Real,Valpaços,Serapicos,282,21,88,27,0,0,1,0,3,10,,2,,,1,0,0,,,,,0,0,153,0.0,0.0
2564,Vila Real,Valpaços,Sonim e Barreiros,490,48,118,48,2,5,5,1,5,5,,0,,,3,0,0,,,,,4,5,249,0.0,0.40160642570281124
2565,Vila Real,Valpaços,Tinhela e Alvarelhos,392,19,94,29,1,3,1,2,2,6,,4,,,1,1,1,,,,,1,1,166,0.6024096385542169,1.2048192771084338
2566,Vila Real,Valpaços,Vales,254,33,87,10,1,2,1,0,0,5,,1,,,1,0,0,,,,,1,1,143,0.0,0.0
2567,Vila Real,Valpaços,Valpaços e Sanfins,5179,575,1179,514,52,46,24,29,29,60,,7,,,7,3,0,,,,,35,53,2613,0.1148105625717566,1.109835438193647
2568,Vila Real,Valpaços,Vassal,493,43,144,31,2,3,1,1,0,11,,0,,,1,0,0,,,,,1,3,241,0.0,0.4149377593360996
2569,Vila Real,Valpaços,Veiga de Lila,245,17,134,23,1,1,0,1,0,2,,0,,,0,0,0,,,,,0,2,181,0.0,0.5524861878453039
2570,Vila Real,Valpaços,Vilarandelo,1034,108,241,130,7,9,4,4,4,10,,3,,,0,0,2,,,,,5,11,538,0.0,0.7434944237918215
2571,Vila Real,Vila Pouca de Aguiar,Alfarela de Jales,436,60,96,37,0,4,2,1,2,10,,1,,,0,0,0,,,,,2,5,220,0.0,0.45454545454545453
2572,Vila Real,Vila Pouca de Aguiar,Alvão,1117,139,269,69,5,5,9,3,2,15,,2,,,1,0,2,,,,,41,8,570,0.0,0.5263157894736842
2573,Vila Real,Vila Pouca de Aguiar,Bornes de Aguiar,2157,366,469,206,27,23,14,11,12,34,,8,,,1,2,4,,,,,17,12,1206,0.16583747927031509,0.912106135986733
2574,Vila Real,Vila Pouca de Aguiar,Bragado,581,97,148,42,5,3,1,0,0,7,,0,,,0,0,0,,,,,3,1,307,0.0,0.0
2575,Vila Real,Vila Pouca de Aguiar,Capeludos,489,62,122,40,3,4,1,1,1,9,,0,,,2,0,1,,,,,2,5,253,0.0,0.3952569169960474
2576,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros,382,61,73,15,1,6,6,3,1,4,,1,,,1,0,0,,,,,0,3,175,0.0,1.7142857142857142
2577,Vila Real,Vila Pouca de Aguiar,Sabroso de Aguiar,656,116,142,66,2,9,4,3,6,6,,2,,,2,0,1,,,,,7,5,371,0.0,0.8086253369272237
2578,Vila Real,Vila Pouca de Aguiar,Soutelo de Aguiar,724,167,124,43,8,5,10,0,1,9,,1,,,1,0,0,,,,,9,4,382,0.0,0.0
2579,Vila Real,Vila Pouca de Aguiar,Telões,1515,219,383,128,14,15,8,7,6,10,,3,,,3,1,0,,,,,11,9,817,0.12239902080783353,0.8567931456548348
